originalSentence,referenceSentence,tamperingType,tamperedSentence,"LLMScore (Sim, Con)",BLEU,METEOR,Rouge1 r,Rouge1 p,Rouge1 f,Rouge2 r,Rouge2 p,Rouge2 f,Rougel r,Rougel p,Rougel f,LLM-Sim,LLM-Con,originalLanguage
"det handler om kravet om modernisering, om den europæiske konkurrencepolitiks evne til at overleve i fremtiden.",it is all about the need for modernisation and the future viability of the european competition policy.,Replace Token with Random Word,"det handler om kravet om modernisering, om den europæiske konkurrencepolitiks evne til at overleve få fremtiden.",-1,0.8578928092681435,0.9437,0.9285714285714286,0.9285714285714286,0.9285714235714286,0.8666666666666667,0.8666666666666667,0.8666666616666667,0.9285714285714286,0.9285714285714286,0.9285714235714286,NULL,NULL,da
"men - uden gennemskuelighed, ingen accept, og så heller ingen modernisering uden gennemskuelighed.","only, without transparency there will be no acceptance, indeed there can be no modernisation without transparency.",Duplicate Token,"men - uden gennemskuelighed, ingen accept, og så heller ingen modernisering uden gennemskuelighed gennemskuelighed.",-1,0.9038989824088961,0.986,1.0,1.0,0.999999995,0.9230769230769231,1.0,0.959999995008,1.0,1.0,0.999999995,NULL,NULL,da
én ting vil jeg dog gerne understrege: parlamentet er lovgiver.,there is one thing i would like to make quite clear though.,Replace Character,én ting vil jeg dog gerne underwtrege: parlamentet er lovgiver.,-1,0.7348889200874658,0.9139,0.9,0.9,0.899999995,0.7777777777777778,0.7777777777777778,0.7777777727777778,0.9,0.9,0.899999995,NULL,NULL,da
"at vi imidlertid kun har høringsret netop i forbindelse med konkurrencelovgivningen, det er faktisk en skandale!","parliament is a legislative body, but the fact that we have no more than the right of consultation in matters of competition law, of all things, is truly scandalous.",Swap characters,"at vi imidlertid kun har høringsert netop i forbindelse med konkurrencelovgivningen, det er faktisk en skandale!",-1,0.8394327083733336,0.9437,0.9375,0.9375,0.937499995,0.8666666666666667,0.8666666666666667,0.8666666616666667,0.9375,0.9375,0.937499995,NULL,NULL,da
"endelig vil jeg slutte med kravet om europa-parlamentets fremtidige kompetencer på de områder, vi taler om, nemlig konkurrencepolitikken og statsstøtten i forbindelse med regeringskonferencen.","and finally, in conclusion, our demand regarding the future responsibilities of the european parliament in the matters we are discussing, competition policy and state aid, in the context of the intergovernmental conference.",Swap words,"vil endelig jeg slutte med kravet om europa-parlamentets fremtidige kompetencer på de områder, vi taler om, nemlig konkurrencepolitikken og statsstøtten i forbindelse med regeringskonferencen. ",-1,0.9393107443206893,0.9993,0.9583333333333334,1.0,0.9787233992575827,0.875,0.9130434782608695,0.8936170162788593,0.9166666666666666,0.9565217391304348,0.9361702077682209,NULL,NULL,da
"hr. formand, hr. kommissær, ærede damer og herrer, min andel af dagens debat vedrører stålstøttereglerne. det vil sige den offentlige støtte i europa, der blev tildelt efter disse regler, og som kommissionen har kontrolleret.","mr president, commissioner, my contribution to today' s debate concerns the steel aid code, that is the state aid in europe granted in accordance with this code and which was assessed by the commission.",Swap characters,"hr. formadn, hr. kommissær, ærede damer og herrer, min andel af dagens debat vedrører stålstøttereglerne. det vil sige den offentlige støtte i europa, der blev tildelt efter disse regler, og som kommissionen har kontrolleret.",-1,0.945003141167813,0.9767,0.96875,0.96875,0.968749995,0.9393939393939394,0.9393939393939394,0.9393939343939395,0.96875,0.96875,0.968749995,NULL,NULL,da
undtagelser er kun tilladt i nøje fastlagte tilfælde.,exemptions are only permitted in precisely defined cases.,Add random word,undtagelser er kun tilladt i nøje fastlagte vunde tilfælde.,-1,0.7189393375176814,0.9836,0.8888888888888888,1.0,0.9411764656055364,0.75,0.8571428571428571,0.7999999950222222,0.8888888888888888,1.0,0.9411764656055364,NULL,NULL,da
"desuden skal medlemslandene på forhånd meddele kommissionen, hvis de har nogle støtteprojekter.","furthermore, the member states must give the commission advance warning with regard to their intentions concerning state aid.",Duplicate Token,"desuden skal medlemslandene på forhånd meddele kommissionen, hvis de har har nogle støtteprojekter.",-1,0.8664515469216714,0.9915,1.0,1.0,0.999999995,0.9166666666666666,1.0,0.9565217341398866,1.0,1.0,0.999999995,NULL,NULL,da
for stålindustriens vedkommende blev de gældende regler udarbejdet den 18. december 1996.,the rules pertaining to the steel industry were drawn up on 18 december 1996.,Replace Token with Random Word,paria stålindustriens vedkommende blev de gældende regler udarbejdet den 18. december 1996.,-1,0.912167909070388,0.9228,0.9166666666666666,0.9166666666666666,0.9166666616666667,0.9090909090909091,0.9090909090909091,0.9090909040909091,0.9166666666666666,0.9166666666666666,0.9166666616666667,NULL,NULL,da
"derfor anser parlament det for nødvendigt, at stålstøttereglerne ændres med henblik på den ulige behandling, som ifølge industrien finder sted, og at kommissionen foreslår rådet en opfølgningsordning.","consequently, parliament believes it is necessary for the steel aid code to be amended in the light of the industry' s claims about unequal treatment, and for the commission to provide the council with follow-up regulations.",Remove Character,"derfor anser parlament det or nødvendigt, at stålstøttereglerne ændres med henblik på den ulige behandling, som ifølge industrien finder sted, og at kommissionen foreslår rådet en opfølgningsordning.",-1,0.9127592114472297,0.9676,0.9615384615384616,0.9615384615384616,0.9615384565384616,0.9230769230769231,0.9230769230769231,0.9230769180769233,0.9615384615384616,0.9615384615384616,0.9615384565384616,NULL,NULL,da
"det er en kendt sag, at rådet hidtil har nægtet at vedtage en sådan opfølgningsordning.",we all know that so far the council has dragged its feet with regard to follow-up regulations of this kind.,Replace Token with Random Word,"det er en kendt sag, at plette hidtil har nægtet at vedtage en sådan opfølgningsordning.",-1,0.8282477531331041,0.9403,0.9230769230769231,0.9230769230769231,0.9230769180769233,0.8571428571428571,0.8571428571428571,0.8571428521428571,0.9230769230769231,0.9230769230769231,0.9230769180769233,NULL,NULL,da
"kun sådan kan man gennemføre det strenge forbud mod enhver støtte, der ikke er omfattet af reglerne.",this is the only way to enforce the strict ban on all aid not covered by the code.,Negation,"kun sådan kan man gennemføre det strenge forbud mod enhver støtte, der er omfattet af reglerne.",-1,0.8492326635760689,0.9517,1.0,0.9411764705882353,0.9696969647015611,0.9333333333333333,0.875,0.9032258014568159,1.0,0.9411764705882353,0.9696969647015611,NULL,NULL,da
"det gælder både de markeder, som er blevet monopoliseret privat og offentligt.","this applies to those which have been turned into monopolies, both private and public.",Duplicate Token,"det gælder både de markeder, som som er blevet monopoliseret privat og offentligt.",-1,0.8664515469216714,0.9915,1.0,1.0,0.999999995,0.9166666666666666,1.0,0.9565217341398866,1.0,1.0,0.999999995,NULL,NULL,da
det indre marked er grundlaget for vores arbejde.,the internal market is the basis for our work.,Duplicate Token,det indre marked marked er grundlaget for vores arbejde.,-1,0.7780106561124064,0.9836,1.0,1.0,0.999999995,0.875,1.0,0.9333333283555556,1.0,1.0,0.999999995,NULL,NULL,da
"tanken om at afholde en kongres for alle institutionerne, der åbner for en forudsætningsløs debat ud fra et bredt perspektiv med repræsentanter fra forskellige intressenter, har indtil nu besvaret spørgsmålet om, hvordan man skal komme videre.",the question of how best to make further progress has so far been solved through the idea of holding an inter-institutional congress which will open up an unbiased debate adopting a broad perspective and involving representatives of different interests.,Duplicate Token,"tanken om at afholde en kongres for alle institutionerne, der åbner åbner for en forudsætningsløs debat ud fra et bredt perspektiv med repræsentanter fra forskellige intressenter, har indtil nu besvaret spørgsmålet om, hvordan man skal komme videre.",-1,0.9554627273815155,0.9974,1.0,1.0,0.999999995,0.9722222222222222,1.0,0.9859154879587383,1.0,1.0,0.999999995,NULL,NULL,da
"det giver anledning til at fastsætte nye principper eller vende tilbage til de mere gennemgribende forandringer, som er blevet diskuteret.",this will provide the opportunity to establish new principles or to return to the more radical changes which have been discussed.,Swap characters,"det giver anledning til at fasstætte nye principper eller vende tilbage til de mere gennemgribende forandringer, som er blevet diskuteret.",-1,0.8725129388059689,0.9541,0.9473684210526315,0.9473684210526315,0.9473684160526316,0.8947368421052632,0.8947368421052632,0.8947368371052632,0.9473684210526315,0.9473684210526315,0.9473684160526316,NULL,NULL,da
retspraksis i konkurrencespørgsmål skal være korrekt.,the law must be correctly applied in matters of competition.,Swap characters,retspraksis i konkurrencespørgsmål skal væer korrekt.,-1,0.488923022434901,0.8413,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.6,0.6,0.5999999950000001,0.8333333333333334,0.8333333333333334,0.8333333283333335,NULL,NULL,da
"konkurrence er helt sikkert grundlaget for den sociale markedsøkonomi, og den europæiske konkurrencepolitik er en succeshistorie, hvilket vi senest har oplevet inden for energi og telekommunikation, der har ført til mærkbart lavere priser, til bedre service.","competition is certainly fundamental to the social market economy and european competition policy is a success story; take the energy and telecommunications sectors, where there has been a demonstrable lowering of prices and improvement in quality of service.",Swap words,"konkurrence er helt sikkert grundlaget for den sociale markedsøkonomi, og den europæiske konkurrencepolitik er en succeshistorie, hvilket vi senest har oplevet inden for og energi telekommunikation, der har ført til mærkbart lavere priser, til bedre service. ",-1,0.9214438554340222,0.9995,0.967741935483871,1.0,0.983606552378393,0.8888888888888888,0.9142857142857143,0.9014084457052173,0.967741935483871,1.0,0.983606552378393,NULL,NULL,da
forkastelsen af indberetningspligten betyder under ingen omstændigheder mindre bureaukrati og færre udgifter.,"dropping the obligation to notify will mean less red tape and administration costs, at any rate.",Replace Character,forkastelsen af indberetningspligten betyder under pngen omstændigheder mindre bureaukrati og færre udgifter.,-1,0.7611606003349892,0.9209,0.9166666666666666,0.9166666666666666,0.9166666616666667,0.8181818181818182,0.8181818181818182,0.8181818131818183,0.9166666666666666,0.9166666666666666,0.9166666616666667,NULL,NULL,da
men vi har brug for øget gennemskuelighed i konkurrencepolitikken.,but we need there to be more transparency in the competition policy.,Duplicate Token,men vi har har brug for øget gennemskuelighed i konkurrencepolitikken.,-1,0.8045268749630641,0.9861,1.0,1.0,0.999999995,0.8888888888888888,1.0,0.9411764656055364,1.0,1.0,0.999999995,NULL,NULL,da
"der er dog to punkter, der ligger mig meget på hjerte i forbindelse med konkurrencens fremtid.","however, when it comes to what the future holds for competition, there are two issues dear to my heart.",Remove Token,"der dog to punkter, der ligger mig meget på hjerte i forbindelse med konkurrencens fremtid.",-1,0.8915993127600096,0.9489,1.0,0.9333333333333333,0.9655172363852557,0.9285714285714286,0.8666666666666667,0.8965517191438764,1.0,0.9333333333333333,0.9655172363852557,NULL,NULL,da
her har en region af egen kraft skabt noget for at markedsføre egne produkter.,"here, a region has, by its own efforts, created a means of marketing its own products.",Replace Character,her har en region af egen kraft skabt noget for at markedsføte egne produkter.,-1,0.8003203203844999,0.932,0.9285714285714286,0.9285714285714286,0.9285714235714286,0.8461538461538461,0.8461538461538461,0.8461538411538462,0.9285714285714286,0.9285714285714286,0.9285714235714286,NULL,NULL,da
dette initiativ må ikke ødelægges fra europæisk side.,this own initiative must not be destroyed by european intervention.,Negation,dette initiativ må ødelægges fra europæisk side.,-1,0.5969491792019646,0.8919,1.0,0.875,0.9333333283555556,0.8333333333333334,0.7142857142857143,0.7692307642603551,1.0,0.875,0.9333333283555556,NULL,NULL,da
en boboer på et plejehjem hører i dag ind under det sociale område.,"these days, someone who lives in an old people' s home is accommodated within the social field.",Replace Character,en bobcer på et plejehjem hører i dag ind under det sociale område.,-1,0.855526185871245,0.9269,0.9230769230769231,0.9230769230769231,0.9230769180769233,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.9230769230769231,0.9230769230769231,0.9230769180769233,NULL,NULL,da
vi europæiske socialdemokrater går ind for en markedsøkonomi med et socialt formål.,we european socialists are in favour of a market economy with a social purpose.,Add random word,vi europæiske socialdemokrater går ind for en pagt markedsøkonomi med et socialt formål.,-1,0.7881929718099911,0.9906,0.9230769230769231,1.0,0.959999995008,0.8333333333333334,0.9090909090909091,0.8695652124007562,0.9230769230769231,1.0,0.959999995008,NULL,NULL,da
"kommissionen bør forfølge den ulovlige støtte og den, der reelt hindrer det indre marked.",the commission must track down the illegal aid and the aid which actually hinders the internal market.,Duplicate character,"kommiissionen bør forfølge den ulovlige støtte og den, der reelt hindrer det indre marked.",-1,0.9306048591020997,0.9374,0.9285714285714286,0.9285714285714286,0.9285714235714286,0.9230769230769231,0.9230769230769231,0.9230769180769233,0.9285714285714286,0.9285714285714286,0.9285714235714286,NULL,NULL,da
"hr. formand, kære kommissær og kære kolleger, jeg vil starte med at sige hr. rapkay tak for en god betænkning og et godt samarbejde.","mr president, commissioner, i want to begin by thanking mr rapkay for a good report and constructive cooperation.",Swap characters,"hr. formand, kære kommissær og kære kolleger, jeg vil starte med at sige hr. rapkay tak for en god betænkning og te godt samarbejde.",-1,0.9061874434879645,0.9653,0.9523809523809523,0.9523809523809523,0.9523809473809525,0.9130434782608695,0.9130434782608695,0.9130434732608695,0.9523809523809523,0.9523809523809523,0.9523809473809525,NULL,NULL,da
"det er tre områder, hvor mange danske virksomheder har store problemer og bliver presset ud af deres marked.",these are three areas in which many danish companies are experiencing major problems and are being squeezed out of their markets.,Swap words,"det er områder, tre hvor mange danske virksomheder har store problemer og bliver presset ud af deres marked. ",-1,0.809454400495618,0.996,0.9473684210526315,1.0,0.9729729679766254,0.7777777777777778,0.8235294117647058,0.7999999950040816,0.8947368421052632,0.9444444444444444,0.9189189139225714,NULL,NULL,da
"en anden ting er spørgsmålet om, hvad vi gør, når statsstøtten erklæres ulovlig.",another issue is that of what we are to do when state aid is declared unlawful.,Add random word,"en anden ting er spørgsmålet om, mose hvad vi gør, når statsstøtten erklæres ulovlig.",-1,0.8320381765431424,0.9928,0.9285714285714286,1.0,0.9629629579698218,0.8461538461538461,0.9166666666666666,0.879999995008,0.9285714285714286,1.0,0.9629629579698218,NULL,NULL,da
"jeg håber meget, at de, kommissær monti, vil støtte disse forslag, og jeg ser frem til deres kommentarer og holdning.","i very much hope that you, commissioner monti, will support these amendments, and i look forward to your comments and to finding out where you stand on this matter.",Duplicate Token,"jeg jeg håber meget, at de, kommissær monti, vil støtte disse forslag, og jeg ser frem til deres kommentarer og holdning.",-1,0.9607894391523232,0.996,1.0,1.0,0.999999995,0.95,1.0,0.9743589693622617,1.0,1.0,0.999999995,NULL,NULL,da
"når det er sagt, er det at regere, at være forudseende, også at være ansvarlig, og i denne nye påtvungne sammenhæng spiller konkurrenceretten naturligvis en afgørende rolle.","having said that, governing means planning. it also means being responsible and, in this new context which has been forced upon us, competition law naturally has an essential role to play.",Replace Token with Random Word,"når det er sagt, er det at regere, at være forudseende, også at være ansvarlig, og i denne nye påtvungne sammenhæng spiller konkurrenceretten naturligvis menu afgørende rolle.",-1,0.9157103753711766,0.9686,0.9545454545454546,0.9545454545454546,0.9545454495454547,0.92,0.92,0.9199999950000001,0.9545454545454546,0.9545454545454546,0.9545454495454547,NULL,NULL,da
"det er i dag stadig den statslige indblanding i økonomien, der påfører markedet, konkurrencen og de europæiske forbrugeres valgfrihed de største skader.","state interference in the economy is, even today, still to blame for the most serious hindrances placed in the way of the market, competition and freedom of choice for european users and consumers.",Duplicate Token,"det er i dag stadig den statslige indblanding i økonomien, der påfører markedet, konkurrencen og de europæiske forbrugeres forbrugeres valgfrihed de største skader.",-1,0.927798702074307,0.9958,1.0,1.0,0.999999995,0.9545454545454546,1.0,0.9767441810492159,1.0,1.0,0.999999995,NULL,NULL,da
"for det tredje vil jeg gerne vide, om kommissionen har undersøgt, hvad følgerne af dens nye fremgangsmåde bliver for erhvervslivets strategi.","thirdly, i would like to know whether the commission has looked into the effects its new approach will have on industrial strategy.",Swap characters,"for det tredje vil jeg gerne vide, om kommissionen har undersøgt, hvad følgerne af dens nye fremgangsmåde bliver fro erhvervslivets strategi.",-1,0.8843865924896842,0.9573,0.9523809523809523,1.0,0.9756097511005354,0.9,0.9,0.899999995,0.9523809523809523,1.0,0.9756097511005354,NULL,NULL,da
"jeg er særligt bekymret for de små og mellemstore virksomheders skæbne. de mister en del af deres juridiske og økonomiske beskyttelse, som det jo er tilfældet i den nye vertikale gruppefritagelse for distributionssektoren.","i have particular concerns regarding the fate of smes which will lose part of their legal and financial protection, as is already the case, one has got to admit, within the new vertical group exemption for the distribution sector.",Duplicate character,"jeg er særligt bekymret for de små og mellemstore virksomheders skæbne. de mister en del af deres juridiske og økonomiske beskyttelse, som det jo er tilfældet i den nye vertikale gruppefritagelse for distributionsseektoren.",-1,0.948817232064567,0.9721,0.9655172413793104,0.9655172413793104,0.9655172363793105,0.96875,0.96875,0.968749995,0.9655172413793104,0.9655172413793104,0.9655172363793105,NULL,NULL,da
"hr. formand, jeg vil indlede mit indlæg om hvidbogen med at lykønske ordføreren, hr. von wogau.","mr president, i would like, in beginning my speech regarding the white paper, to congratulate the rapporteur, mr von wogau.",Replace Character,"hr. formand, jeg vil indlede mit indlæg om fvidbogen med at lykønske ordføreren, hr. von wogau.",-1,0.8656030552541708,0.9519,0.9333333333333333,0.9333333333333333,0.9333333283333335,0.8666666666666667,0.8666666666666667,0.8666666616666667,0.9333333333333333,0.9333333333333333,0.9333333283333335,NULL,NULL,da
"denne modernisering var især tiltrængt på fem punkter: det første er godkendelsesordningen, det andet er en decentral anvendelse, det tredje er rettergangsreglerne, det fjerde er retsanvendelsen og det femte og sidste er den overdrevne formalisme.","that modernisation came to be particularly necessary for five reasons. firstly, the authorisation system; secondly, decentralised application; thirdly, procedural rules; fourthly, judicial application; and fifthly and finally, excessive red tape.",Add random word,"denne modernisering var fortynde især tiltrængt på fem punkter: det første er godkendelsesordningen, det andet er en decentral anvendelse, det tredje er rettergangsreglerne, det fjerde er retsanvendelsen og det femte og sidste er den overdrevne formalisme.",-1,0.9359904327989751,0.9974,0.9629629629629629,1.0,0.9811320704734782,0.9428571428571428,0.9705882352941176,0.9565217341314851,0.9629629629629629,1.0,0.9811320704734782,NULL,NULL,da
"der var hårdt brug for en reform af ordningen med individuelle godkendelser. det havde virksomhederne, eksperterne og de specialiserede advokater samstemmende bedt om.","the system of individual approvals needed urgent reform, as was unanimously requested by specialised companies, academics and lawyers.",Swap words,"der var hårdt brug for reform en af ordningen med individuelle godkendelser. det havde virksomhederne, eksperterne og de specialiserede advokater samstemmende bedt om. ",-1,0.8703852523251989,0.9982,0.9583333333333334,1.0,0.9787233992575827,0.8260869565217391,0.8636363636363636,0.8444444394469136,0.9166666666666666,0.9565217391304348,0.9361702077682209,NULL,NULL,da
"domstolen har for længst accepteret, at fællesskabsretten om konkurrence kan anvendes af medlemsstaternes domstole, og kommissionen udsendte allerede i 1994 en meddelelse om dette spørgsmål.","the court of justice accepted some time ago that community competition law could be applied by the legal bodies of the member states and in 1994, the commission published a communication on this subject.",Replace Character,"domstolen har for iængst accepteret, at fællesskabsretten om konkurrence kan anvendes af medlemsstaternes domstole, og kommissionen udsendte allerede i 1994 en meddelelse om dette spørgsmål.",-1,0.9025139799587886,0.9641,0.9583333333333334,0.9583333333333334,0.9583333283333335,0.9166666666666666,0.9166666666666666,0.9166666616666667,0.9583333333333334,0.9583333333333334,0.9583333283333335,NULL,NULL,da
"på nuværende tidspunkt, hvor virksomhedssammenlægninger eller privatisering af monopoler har fastholdt de dominerende stillinger og endog har forøget dem, er det særlig vigtigt at forfølge misbrug af reglerne.","at the moment, with inter-company agreements and the privatisation of monopolies preserving dominant positions and even consolidating them, the combating of abusive conduct is becoming particularly important.",Remove Character,"på nuværende tidspunkt, hvor virksomhedssammenlægninger eller privatisering af monopoler har fastholdt de dominerende stillinger og endog ha forøget dem, er det særlig vigtigt at forfølge misbrug af reglerne.",-1,0.9127592114472297,0.9666,0.9629629629629629,1.0,0.9811320704734782,0.9259259259259259,0.9259259259259259,0.9259259209259261,0.9629629629629629,1.0,0.9811320704734782,NULL,NULL,da
"jeg vil ligeledes gerne fremhæve det arbejde, som ordføreren, hr. rapkay, har udført, og som så koncist har dissekeret en så kompakt og omfattende tekst som denne.","i would also like to highlight the work carried out by the rapporteur, mr rapkay, who has dissected this dense and comprehensive text in such a concise way.",Replace Token with Random Word,"jeg vil ligeledes gerne fremhæve det arbejde, som ordføreren, hr . rapkay, har udført, og som så koncist har dissekeret hale så kompakt og omfattende tekst som denne.",-1,0.9184678024441792,0.9696,0.9545454545454546,0.9545454545454546,0.9545454495454547,0.9230769230769231,0.9230769230769231,0.9230769180769233,0.9545454545454546,0.9545454545454546,0.9545454495454547,NULL,NULL,da
"hr. formand, for de britiske konservative er en effektiv og ensartet anvendelse af den europæiske konkurrencepolitik noget helt centralt i bestræbelserne på at gennemføre et effektivt indre marked i hele den europæiske union.","mr president, for british conservatives the efficient and uniform application of european competition policy is at the core of achieving an effective single market across the whole of the european union.",Remove Character,"hr. formand, for de britiske konservative er en effektiv og ensartet anvendelse af dn europæiske konkurrencepolitik noget helt centralt i bestræbelserne på at gennemføre et effektivt indre marked i hele den europæiske union.",-1,0.9257518071011758,0.9721,0.967741935483871,1.0,0.983606552378393,0.9375,0.967741935483871,0.9523809473822121,0.967741935483871,1.0,0.983606552378393,NULL,NULL,da
det første er muligheden for en renationalisering af konkurrencepolitikken.,the first is the potential for renationalisation of competition policy.,Replace Token with Random Word,det første er muligheden rokade en renationalisering af konkurrencepolitikken.,-1,0.6580370064762462,0.8951,0.8888888888888888,0.8888888888888888,0.888888883888889,0.75,0.75,0.749999995,0.8888888888888888,0.8888888888888888,0.888888883888889,NULL,NULL,da
jeg er fortsat bekymret over de nationale domstoles og de nationale konkurrencemyndigheders kapacitet.,i remain worried about the capacity of national courts and the capacity of the national competition authorities.,Remove Character,jeg er fortsat bekymret over de nationale domstoles o de nationale konkurrencemyndigheders kapacitet.,-1,0.7825422900366437,0.9269,0.9090909090909091,0.9090909090909091,0.9090909040909091,0.8181818181818182,0.8181818181818182,0.8181818131818183,0.9090909090909091,0.9090909090909091,0.9090909040909091,NULL,NULL,da
"hr. von wogau sagde, at vi kan gå til ef-domstolen.",mr von wogau said we can look to the european court.,Replace Character,"hr. von wogyu sagde, at vi kan gå til ef-domstolen.",-1,0.7611606003349892,0.9209,0.9,0.9,0.899999995,0.7777777777777778,0.7777777777777778,0.7777777727777778,0.9,0.9,0.899999995,NULL,NULL,da
"jeg spørger kommissionen, hvad man kan gøre for at fremskynde gennemførelsen på dette område.",i ask the commission what can be done to speed up implementation in this particular area.,Remove Token,"jeg spørger kommissionen, hvad man kan gøre for fremskynde gennemførelsen på dette område.",-1,0.8153551038173115,0.9423,1.0,0.9285714285714286,0.9629629579698218,0.9166666666666666,0.8461538461538461,0.879999995008,1.0,0.9285714285714286,0.9629629579698218,NULL,NULL,da
"det er vigtigt, at erhvervslivet har retssikkerhed.",it is important that business has legal certainty.,Swap words,"det er vigtigt, erhvervslivet at har retssikkerhed. ",-1,0.45966135761245924,0.9561,0.875,1.0,0.9333333283555556,0.42857142857142855,0.5,0.4615384565680473,0.75,0.8571428571428571,0.7999999950222222,NULL,NULL,da
"det glæder mig, at kommissær monti ønsker at opnå fremskridt på dette område i dialog med europa-parlamentet, men også i dialog med de ikkestatslige organisationer, forbrugerbeskyttelsesforeningerne og borgerne.","i welcome the fact that commissioner monti wants to make progress in this area in the dialogue with the european parliament, as he does in the dialogue with non-governmental organisations, consumer protection associations and the public.",Replace Character,"det glæder mig, at kommissær monti ønsker at opnå fremskridt på dette område i dialog med europa-parlamentet, men også i dialog med de ikkestamslige organisationer, forbrugerbeskyttelsesforeningerne og borgerne.",-1,0.9157103753711766,0.9686,0.9583333333333334,0.9583333333333334,0.9583333283333335,0.92,0.92,0.9199999950000001,0.9583333333333334,0.9583333333333334,0.9583333283333335,NULL,NULL,da
øget gennemskuelighed vil også bidrage til offentlighedens accept af konkurrencepolitiske beslutninger.,greater transparency will also help to achieve public acceptance of decisions relating to competition policy.,Swap words,øget gennemskuelighed vil også bidrage til accept offentlighedens af konkurrencepolitiske beslutninger. ,-1,0.6636154805687886,0.9815,0.9166666666666666,1.0,0.9565217341398866,0.6363636363636364,0.7,0.6666666616780046,0.8333333333333334,0.9090909090909091,0.8695652124007562,NULL,NULL,da
"her skal det understreges, at en statslig støttepolitik - det fremhæver jonckheer-betænkningen også med al tydelighed - stadig skal lade det være op til hver enkelt stat at definere og udforme sine offentlige opgaver og ejendomsforhold selvstændigt.",emphasis must also be placed on the fact that a state aid policy - and the jonckheer report makes this very clear - must continue to afford each state the freedom to define and organise the tasks of the public sector and ownership structures on an independent basis.,Swap words,"her skal det understreges, at en statslig støttepolitik - det fremhæver jonckheer-betænkningen også med al tydelighed - stadig skal lade det være op til enkelt hver stat at definere og udforme sine offentlige opgaver og ejendomsforhold selvstændigt. ",-1,0.9170942365681076,0.9995,0.96875,1.0,0.984126979128244,0.8918918918918919,0.9166666666666666,0.9041095840420341,0.9375,0.967741935483871,0.9523809473822121,NULL,NULL,da
"jeg har svært ved at forstå, hvordan han kan inddrage regional- og socialfonde i denne matematiske ligning.",i find it difficult to understand how he can index regional and social funds into this mathematical equation.,Replace Token with Random Word,"jeg har svært ved at forstå, hvordan han kan laps regional- og socialfonde i denne matematiske ligning.",-1,0.8492326635760689,0.9467,0.9411764705882353,0.9411764705882353,0.9411764655882354,0.875,0.875,0.874999995,0.9411764705882353,0.9411764705882353,0.9411764655882354,NULL,NULL,da
"jeg glæder mig over, at det bliver tilladt med en støtte på 40% og yderligere 15% til smv til brug for anlægsinvesteringer i virksomheder, der etablerer sig i mål 1-områder i europa efter 2000.",i welcome the fact that grant aid of 40% and a top-up of 15% for smes for fixed investment will be permitted for companies setting up in objective 1 regions in europe post-2000.,Remove Character,"jeg glæer mig over, at det bliver tilladt med en støtte på 40% og yderligere 15% til smv til brug for anlægsinvesteringer i virksomheder, der etablerer sig i mål 1-områder i europa efter 2000.",-1,0.9529500947560268,0.9743,0.967741935483871,0.967741935483871,0.9677419304838711,0.9393939393939394,0.9393939393939394,0.9393939343939395,0.967741935483871,0.967741935483871,0.9677419304838711,NULL,NULL,da
"jeg minder hr. jonckheer om, at irske virksomheder eller udenlandske virksomheder i irland stadig skal krydse to have for at nå frem til markedet på det europæiske kontinent.",i remind mr jonckheer that irish companies or foreign companies in ireland still have to cross two sea masses to reach the mainland european marketplace.,Remove Token,"jeg minder hr . jonckheer om, at irske virksomheder eller udenlandske virksomheder i irland stadig skal krydse have for at nå frem til markedet på det europæiske kontinent.",-1,0.9127592114472297,0.9707,1.0,0.9615384615384616,0.9803921518646674,0.9615384615384616,0.9259259259259259,0.9433962214168744,1.0,0.9615384615384616,0.9803921518646674,NULL,NULL,da
"hr. formand, ærede damer og herrer, kære kolleger, forbuddet mod dannelsen af karteller er det centrale i en fungerende konkurrenceordning i europa.","mr president, the monopolies' ban is the key element of functioning competition order in europe.",Remove Character,"h. formand, ærede damer og herrer, kære kolleger, forbuddet mod dannelsen af karteller er det centrale i en fungerende konkurrenceordning i europa.",-1,0.9214109120166036,0.9293,0.9523809523809523,0.9523809523809523,0.9523809473809525,0.9523809523809523,0.9523809523809523,0.9523809473809525,0.9523809523809523,0.9523809523809523,0.9523809473809525,NULL,NULL,da
kommissionens koncept udvides med en øget efterfølgende kontrol fra de nationale myndigheders og medlemslandenes domstoles side.,the commission' s programme is to be supplemented by enhanced follow-up supervision of the national authorities and member states' courts.,Add random word,kommissionens koncept udvides med en øget efterfølgende pode kontrol fra de nationale myndigheders og medlemslandenes domstoles side.,-1,0.8428014430784181,0.9933,0.9411764705882353,1.0,0.9696969647015611,0.875,0.9333333333333333,0.9032258014568159,0.9411764705882353,1.0,0.9696969647015611,NULL,NULL,da
"fordi frankrig dengang fremhævede de lovfæstede undtagelser meget, blev der rådet bod på det ved hjælp af landbrugspolitiske indrømmelser.","since france laid a huge amount of emphasis on legal exemption at the time, it was damaged by concessions in agricultural policy.",Replace Token with Random Word,"fordi frankrig dengang rage de lovfæstede undtagelser meget, blev der rådet bod på det ved hjælp af landbrugspolitiske indrømmelser.",-1,0.8656030552541708,0.9519,0.9473684210526315,0.9473684210526315,0.9473684160526316,0.8888888888888888,0.8888888888888888,0.888888883888889,0.9473684210526315,0.9473684210526315,0.9473684160526316,NULL,NULL,da
