originalSentence,referenceSentence,tamperingType,tamperedSentence,"LLMScore (Sim, Con)",BLEU,METEOR,Rouge1 r,Rouge1 p,Rouge1 f,Rouge2 r,Rouge2 p,Rouge2 f,Rougel r,Rougel p,Rougel f,LLM-Sim,LLM-Con,originalLanguage
"vi skal fortsat tilskynde til de positive initiativer, som cambodja tager til fordel for menneskerettigheder, udvikling og lighed, samtidig med at vi skal argumentere for et ægte, pluralistisk, parlamentarisk demokrati, en friere presse og et mere uafhængigt retsvæsen.","we shall continue to encourage positive initiatives that cambodia is taking in favour of human rights, development and gender equality, while continuing to make the case for a truly pluralistic parliamentary democracy, a freer press and a more independent judiciary.",Word Duplication,"vi skal fortsat tilskynde til de positive initiativer, som cambodja tager til fordel for menneskerettigheder, udvikling udvikling og lighed, samtidig med at vi skal argumentere for et ægte, pluralistisk, parlamentarisk demokrati, en friere presse og et mere uafhængigt retsvæsen.","(0.99, 0.95)",0.9599989291915576,0.9977,1.0,1.0,0.999999995,1.0,0.972972972972973,0.986301364863952,1.0,1.0,0.999999995,0.99,0.95,da
"man kan roligt sige, at usa er vores naturlige allierede, og derfor vil jeg bestride den påstand, der fremkom her til aften, om at verden er et mindre sikkert sted på grund af amerikanske politikker og ikke mere sikkert.","it is fair to say that the us is our natural ally and, for that reason, i would dispute the statement made here this evening that the world is less secure as a result of american policy rather than more secure.",Negation Removal,"man kan roligt sige, at usa er vores naturlige allierede, og derfor vil jeg bestride den påstand, der fremkom her til aften, om at verden er et mindre sikkert sted på grund af amerikanske politikker og mere sikkert.","(0.98, 0.95)",0.9405662491609416,0.9794,0.9714285714285714,1.0,0.9855072413778618,0.9473684210526316,0.972972972972973,0.9599999950008888,0.9714285714285714,1.0,0.9855072413778618,0.98,0.95,da
"nu synes jeg, at det er på tide at komme videre og rent faktisk få et lovgivningsforslag fra kommissionen og ikke blot endnu et forslag om at gennemføre en undersøgelse, så vi kan se, hvordan vi kan komme videre herfra.","i think it is time for us to get on with it and for us to actually receive a legislative proposal from you, not merely another proposal for a study to be carried out, so that we can see how we can move forward from here.",Negation Removal,"nu synes jeg, at det er på tide at komme videre og rent faktisk få et lovgivningsforslag fra kommissionen og blot endnu et forslag om at gennemføre en undersøgelse, så vi kan se, hvordan vi kan komme videre herfra.","(0.99, 0.95)",0.9405662491609416,0.9794,0.96875,1.0,0.984126979128244,0.945945945945946,0.9722222222222222,0.9589041045899794,0.96875,1.0,0.984126979128244,0.99,0.95,da
"jeg mener for det første, at vi, hvis vi ønsker at være effektive, hvilket en række kolleger har sagt, skal se på, hvad der er kommet ud af arbejdet i institutterne for europæisk uddannelse og information (ieti'er), partnerskaberne og platformene.","i would suggest that, first of all, if we want to be efficient, as some fellow members in this house have said, we review the results of what has happened with the institutes for european training and information (ietis), the partnerships and the platforms.",Word Removal,"jeg mener for det første, at vi, hvis vi at være effektive, hvilket en række kolleger har sagt, skal se på, hvad der er kommet ud af arbejdet i institutterne for europæisk uddannelse og information (ieti'er), partnerskaberne og platformene.","(0.98, 0.95)",0.9468912363292308,0.9816,0.972972972972973,1.0,0.986301364863952,0.9487179487179488,0.9736842105263158,0.9610389560398044,0.972972972972973,1.0,0.986301364863952,0.98,0.95,da
"det europæiske innovationspartnerskab er efter min mening et væsentligt skridt i retning af en bedre koordineret innovationspolitik, der vil give mulighed for at opnå langt bedre resultater med hensyn til konkurrenceevne og bidrage til hurtigere fremskridt for hele eu fremover.","i believe that the european innovation partnership is a major step towards a better coordinated innovation policy that would allow much better results to be achieved in the area of competitiveness, and would contribute to more rapid progress for the whole community in the future.",Word Duplication,"det europæiske innovationspartnerskab er efter min mening et væsentligt skridt i retning af en bedre koordineret innovationspolitik, der vil give mulighed for at opnå langt bedre resultater med hensyn til konkurrenceevne konkurrenceevne og bidrage til hurtigere fremskridt for hele eu fremover.","(0.99, 0.99)",0.9570496550137908,0.9976,1.0,1.0,0.999999995,1.0,0.975,0.9873417671526998,1.0,1.0,0.999999995,0.99,0.99,da
"for det andet vil jeg gerne understrege, at korfu-processen skal fokusere mere på at finde løsninger på uløste konflikter, hvilket er et område, hvor osce kan tilføre reel merværdi i sammenligning med andre regionale organisationer af denne type.","secondly, i wish to emphasise that the corfu process must focus increased attention on settling unresolved conflicts, an area where the osce can provide real added value, compared with other regional organisations of this kind.",Letter Replacement,"for det andet vil jeg gerne understrege, at korfu-processen skal fokusere mere på at finde løsninger på uløste konflikter, hvilket er et område, hvor osce kan tilføre reel merværdi i sammenlhgning med andre regionale organisationer af denne type.","(0.99, 0.99)",0.9370011451812968,0.9761,0.9722222222222222,0.9722222222222222,0.9722222172222222,0.945945945945946,0.945945945945946,0.945945940945946,0.9722222222222222,0.9722222222222222,0.9722222172222222,0.99,0.99,da
"vi er parate til at bistå dem i dette arbejde, og som vi siger i beretningen, skyldes det for det første, at de systemer, som er indført til at forvalte midlerne for denne programperiode 2007-2013, giver flere resultater.","we are willing to assist you in this work and the main reason for this, as we said in our report, is that on the one hand, the systems put in place to manage the funds for this programme period 2007-2013 are performing better.",Letter Removal,"vi er parate til at bistå dem i dette arbejde, og som vi siger i beretningen, skyldes det for det første, at de systemer, som er indført til at forvalte midlerne for denne programperiode 2007-2013, giver fere resultater.","(0.99, 0.95)",0.9463168195735856,0.9772,0.9655172413793104,0.9655172413793104,0.9655172363793104,0.9444444444444444,0.9444444444444444,0.9444444394444445,0.9655172413793104,0.9655172413793104,0.9655172363793104,0.99,0.95,da
"up to this point, as part of the implementation of the programme established for us by parliament and the council, we have made 43 financing decisions for gas projects, energy infrastructure projects, offshore energy and carbon capture and storage.","indtil nu har vi som led i gennemførelsen af det program, som parlamentet og rådet har udarbejdet for os, truffet 43 finansieringsbeslutninger vedrørende gasprojekter, energiinfrastrukturprojekter, havvindmøller og co2-opsamling og -lagring.",Letter Duplication,"up to this point, as part of the implementation of the prograamme established for us by parliament and the council, we have made 43 financing decisions for gas projects, energy infrastructure projects, offshore energy and carbon capture and storage.","(1.00, 1.00)",0.940028651976138,0.9772,0.967741935483871,0.967741935483871,0.9677419304838712,0.945945945945946,0.945945945945946,0.945945940945946,0.967741935483871,0.967741935483871,0.9677419304838712,1.0,1.0,en
"(pl) madam president, we are talking, at the moment, about something which is absolutely fundamental, not only when we are dealing with economic matters, but also when we are dealing in broader terms with the question of european solidarity.","(pl) fru formand! vi taler i øjeblikket om noget, der er helt grundlæggende, ikke blot når vi drøfter økonomiske anliggender, men også når vi drøfter spørgsmålet om europæisk solidaritet i bredere sammenhæng.",Negation Removal,"(pl) madam president, we are talking, at the moment, about something which is absolutely fundamental, only when we are dealing with economic matters, but also when we are dealing in broader terms with the question of european solidarity.","(0.98, 0.95)",0.944530298477283,0.9808,0.967741935483871,1.0,0.983606552378393,0.9411764705882352,0.9696969696969696,0.9552238755981288,0.967741935483871,1.0,0.983606552378393,0.98,0.95,en
"i believe that we must consider other kinds of mechanisms and, although stocks can play a part, we shall have to consider types of stock other than the intervention stock on the market that we had in the past.","jeg mener, at vi skal overveje andre mekanismer, og selv om lagre kan spille en rolle, skal vi overveje andre former for lagre end de interventionslagre, vi havde tidligere.",Random Word Addition,"i believe that we must consider other kinds of mechanisms and, although stocks can play a part, we shall have to consider types of stock other than the intervention counterlit stock on the market that we had in the past.","(0.95, 0.95)",0.9385522307631308,0.9976,1.0,0.967741935483871,0.983606552378393,0.972972972972973,0.9473684210526316,0.9599999950008888,1.0,0.967741935483871,0.983606552378393,0.95,0.95,en
"i voted for the report on the mobilisation of the european globalisation adjustment fund: sr technics from ireland, which will provide significant aid for the workers affected by the consequences of major changes to the structure of world trade.","jeg stemte for betænkningen om anvendelse af den europæiske fond for tilpasning til globaliseringen på sr technics fra irland, der vil yde omfattende støtte til de arbejdstagere, som er blevet ramt af konsekvenserne af gennemgribende strukturelle ændringer i verdenshandelen.",Letter Replacement,"i voted for the report on the mobilisation of the european globalisation adjustmeni fund: sr technics from ireland, which will provide significant aid for the workers affected by the consequences of major changes to the structure of world trade.","(1.00, 1.00)",0.9370011451812968,0.9761,0.967741935483871,0.967741935483871,0.9677419304838712,0.945945945945946,0.945945945945946,0.945945940945946,0.967741935483871,0.967741935483871,0.9677419304838712,1.0,1.0,en
"i voted for the text on managers of alternative funds because it is vital to legislate on this section of the financial markets, which implement strategies which are extremely risky and harmful to employment and the real economy.","jeg stemte for teksten om forvaltere af alternative fonde, fordi det er vigtigt at lovgive om denne del af finansmarkederne, der anvender strategier, der er kolossalt risikable og skadelige for beskæftigelsen og realøkonomien.",Letter Removal,"i voted for the text on managers of alterative funds because it is vital to legislate on this section of the financial markets, which implement strategies which are extremely risky and harmful to employment and the real economy.","(1.00, 1.00)",0.933651069586263,0.9749,0.967741935483871,0.967741935483871,0.9677419304838712,0.945945945945946,0.945945945945946,0.945945940945946,0.967741935483871,0.967741935483871,0.9677419304838712,1.0,1.0,en
"the information referred to the commission by the member states, along with the valuable data provided by the centre for information, discussion and exchange on the crossing of frontiers and immigration (cirefi), help the commission to come to its conclusions.","de oplysninger, som medlemsstaterne sender til kommissionen, hjælper sammen med de værdifulde oplysninger fra oplysnings-, analyse- og udvekslingscentret i forbindelse med grænsepassage og indvandring (cirefi) kommissionen med at nå frem til en konklusion.",Word Replacement,"the information referred to the commission by the member states, along with the valuable data provided by the centre for greenstuff, discussion and exchange on the crossing of frontiers and immigration (cirefi), help the commission to come to its conclusions.","(0.95, 0.95)",0.9427781070492712,0.9779,0.9655172413793104,0.9655172413793104,0.9655172363793104,0.945945945945946,0.945945945945946,0.945945940945946,0.9655172413793104,0.9655172413793104,0.9655172363793104,0.95,0.95,en
"financing projects in the area of energy efficiency and renewable energy will stimulate economic recovery, create job opportunities and help in the battle against climate change, and may become an important way of responding to the financial crisis.","finansiering af projekter inden for energieffektivitet og vedvarende energi vil stimulere den økonomiske genopretning, skabe jobmuligheder og hjælpe til i kampen mod klimaændringer og kan blive en vigtig reaktion på finanskrisen.",Random Word Addition,"financing projects in the area of energy efficiency and renewable energy will stimulate economic recovery, create job opportunities and help in the battle against climate change, and may become an important way of responding sebacate to the financial crisis.","(0.95, 0.99)",0.9370011451812968,0.9975,1.0,0.96875,0.984126979128244,0.9722222222222222,0.945945945945946,0.9589041045899794,1.0,0.96875,0.984126979128244,0.95,0.99,en
"a programme of awarding union assistance in the field of energy to promote economic recovery could constitute a means of reversing the recent trend and regaining the initiative, with the aim of increasing the member states' energy self-sufficiency.",et program for tildeling af eu-støtte på energiområdet med henblik på at fremme den økonomiske genopretning kan udgøre et middel til at vende den seneste tendens og genvinde initiativet med henblik på at øge medlemsstaternes selvforsyningsgrad på energiområdet.,Word Replacement,"a programme of awarding union assistance in the field of energy autobahns promote economic recovery could constitute a means of reversing the recent trend and regaining the initiative, with the aim of increasing the member states' energy self-sufficiency.","(0.95, 0.95)",0.935369573102062,0.9755,0.9655172413793104,0.9655172413793104,0.9655172363793104,0.945945945945946,0.945945945945946,0.945945940945946,0.9655172413793104,0.9655172413793104,0.9655172363793104,0.95,0.95,en
"the changes that the world is undergoing - the crisis of capitalism, and the emergence of countries with fairly powerful economies, especially brazil, russia, india and china: the so called 'bric countries' - are a serious threat to the imperialist hegemony.","de ændringer, som verden undergår - kapitalismens krise og fremkomsten af lande med ret magtfulde økonomier, særlig brasilien, rusland, indien og kina, dvs. de såkaldte ""brik-lande"" - udgør en alvorlig trussel mod det imperialistiske overherredømme.",Word Replacement,"the changes that the world is undergoing - the crisis of capitalism, and the emergence of countries with fairly powerful economies, especially brazil, russia, india and china: the so called 'bric countries' - are a serious surfusion to the imperialist hegemony.","(0.95, 0.95)",0.9452861848260063,0.9791,0.9696969696969696,0.9696969696969696,0.96969696469697,0.95,0.95,0.949999995,0.9696969696969696,0.9696969696969696,0.96969696469697,0.95,0.95,en
"the eu-us relationship is based on a shared commitment to democracy, to the rule of law and human rights, to combating terrorism, and to preventing the proliferation of weapons of mass destruction; these are our shared interests and values.","forbindelserne mellem eu og usa er baseret på en fælles forpligtelse til demokrati, retsstatsforhold og menneskerettigheder, til bekæmpelse af terrorisme og til forebyggelse af spredningen af masseødelæggelsesvåben. det er vores fælles interesser og værdier.",Letter Replacement,"the eu-us relationship is based on a shared commitment to democracy, to the rule of law and human rights, to combating terrorism, and to preventing the proliferation of weapons of mass destruction; thede are our shared interests and values.","(0.99, 0.99)",0.940028651976138,0.9772,0.9655172413793104,0.9655172413793104,0.9655172363793104,0.9473684210526316,0.9473684210526316,0.9473684160526316,0.9655172413793104,0.9655172413793104,0.9655172363793104,0.99,0.99,en
"as a result, it is understandable that moscow is calling for the osce to take a new direction and to shift its focus from human rights and the process of democratisation to establishing a european security structure.","som følge heraf er det forståeligt, at moskva opfordrer til, at osce skal tage en ny retning og ændre sit fokus fra menneskerettigheder og demokratiseringsprocessen til oprettelse af en europæisk sikkerhedsstruktur.",Word Duplication,"as a result, it it is understandable that moscow is calling for the osce to take a new direction and to shift its focus from human rights and the process of democratisation to establishing a european security structure.","(0.99, 0.95)",0.9536300453097114,0.9974,1.0,1.0,0.999999995,1.0,0.972972972972973,0.986301364863952,1.0,1.0,0.999999995,0.99,0.95,en
"encouraging state intervention to increase part-time work and flexible work, brushing aside the consequences of these practices, such as the devaluing of labour, low wages, precarious work, and increased numbers of workers with incomes below the poverty line;","tilskyndelse til statslig indgriben for at øge deltidsarbejde og fleksibelt arbejde, idet konsekvenserne af sådanne praksis fejes til side, f.eks. devalueringen af arbejdet, lave lønninger, usikkert arbejde og et voksende antal arbejdstagere med indkomster under fattigdomsgrænsen.",Word Duplication,"encouraging state intervention to increase part-time work and and flexible work, brushing aside the consequences of these practices, such as the devaluing of labour, low wages, precarious work, and increased numbers of workers with incomes below the poverty line;","(0.99, 0.95)",0.9590619584781224,0.9977,1.0,1.0,0.999999995,1.0,0.9736842105263158,0.9866666616675556,1.0,1.0,0.999999995,0.99,0.95,en
i believe that far more research activities are needed to measure the impact of environment and climate policies on employment and i ask the commission to make this area a priority as part of the eighth framework programme.,"jeg mener, at der er brug for langt flere forskningsaktiviteter for at måle miljø- og klimapolitikkernes indvirkning på beskæftigelsen, og jeg beder kommissionen om at gøre dette område til en prioritet som en del af det ottende rammeprogram.",Letter Order Swapping,i believe that far more research activities are needed to measure the impact of environment and climate policies on employment and i ask the commission to make this area a priroity as part of the eighth framework programme.,"(1.00, 1.00)",0.931838481115484,0.9743,0.96875,0.96875,0.968749995,0.945945945945946,0.945945945945946,0.945945940945946,0.96875,0.96875,0.968749995,1.0,1.0,en
"in this sense, the euro system over the past 12 years has operated as an anchor of stability and confidence and has done so during the most recent times, despite the challenging environment created by the global financial crisis.","i denne sammenhæng har eurosystemet i løbet af de seneste 12 år været en mur af stabilitet og sikkerhed, også i den senere tid på trods af de udfordringer, den globale finansielle krise har bragt med sig.",Letter Order Swapping,"in this sense, the euro system over the past 12 years has operated as an anchor of stability and confidence and has done so during the most recent times, despite the challenging environmetn created by the global financial crisis.","(1.00, 1.00)",0.9370011451812968,0.9761,0.9696969696969696,0.9696969696969696,0.96969696469697,0.9473684210526316,0.9473684210526316,0.9473684160526316,0.9696969696969696,0.9696969696969696,0.96969696469697,1.0,1.0,en
"i saw people in camps queuing in front of a doctor, not because they were sick, but because they had never seen a doctor in their lives and were taking advantage of a health service being offered in the camps.","jeg så mennesker i lejre, der stod i kø hos lægen, ikke fordi de var syge, men fordi de aldrig havde set en læge i deres liv og benyttede sig af, at der blev tilbudt en sundhedstjeneste i lejrene.",Negation Removal,"i saw people in camps queuing in front of a doctor, because they were sick, but because they had never seen a doctor in their lives and were taking advantage of a health service being offered in the camps.","(0.90, 0.95)",0.9391156189585852,0.979,0.9666666666666668,1.0,0.9830508424590636,0.945945945945946,0.9722222222222222,0.9589041045899794,0.9666666666666668,1.0,0.9830508424590636,0.9,0.95,en
"the need to supervise the facilities must also be established, with the aim of ensuring that all technical requirements put forward by the experts are actually taken into account and complied with during the operation of the facilities.","behovet for at kontrollere faciliteterne skal også fastslås for at sikre, at alle de tekniske krav, der er blevet foreslået af eksperterne, bliver taget behørigt i betragtning og respekteret i forbindelse med driften af anlæggene.",Letter Replacement,"the need to supervise the facilities must also be established, with the aim of ensuring that all technical requirements put forward by the experts are actually takey into account and complied with during the operation of the facilities.","(0.99, 0.95)",0.933651069586263,0.9749,0.9666666666666668,0.9666666666666668,0.9666666616666668,0.9444444444444444,0.9444444444444444,0.9444444394444445,0.9666666666666668,0.9666666666666668,0.9666666616666668,0.99,0.95,en
"despite the fact that anchovy fishing in the bay of biscay collapsed as recently as 2005 and the fisheries industry had to stop fishing completely, there are still short-sighted financial incentives that jeopardise the long-term sustainability of the stocks.","til trods for at ansjosfiskeriet i biscayabugten kollapsede i 2005, og fiskeriet måtte indstilles fuldstændigt, er der fortsat kortsigtede finansielle incitamenter, som bringer bestandenes langsigtede bæredygtighed i fare.",Letter Replacement,"despite the fact that anchovy fishing in the bay of biscay collapsed ap recently as 2005 and the fisheries industry had to stop fishing completely, there are still short-sighted financial incentives that jeopardise the long-term sustainability of the stocks.","(0.99, 0.99)",0.935369573102062,0.9755,1.0,0.96875,0.984126979128244,0.9473684210526316,0.9473684210526316,0.9473684160526316,1.0,0.96875,0.984126979128244,0.99,0.99,en
"it is a sector that has asked us more than once to make a decision and to be transparent, and one that i can personally say has worked responsibly and rigorously to get to this much needed plan.","det er en sektor, der mere end en gang har bedt os træffe en beslutning og være gennemsigtige, og en sektor, som jeg personligt må sige har arbejdet ansvarligt og hårdt på at nå frem til denne meget nødvendige plan.",Letter Replacement,"it is a sector that has asked us more than once to make a decision and to be transparent, and one that i can personally say has worked resplnsibly and rigorously to get to this much needed plan.","(0.98, 0.95)",0.933651069586263,0.9749,0.9666666666666668,0.9666666666666668,0.9666666616666668,0.945945945945946,0.945945945945946,0.945945940945946,0.9666666666666668,0.9666666666666668,0.9666666616666668,0.98,0.95,en
the commission estimates that the current rohs directive has led to a reduction of 100 000 tonnes of certain heavy metals and two groups of brominated flame retardants from going into the waste stream and potentially entering the environment.,"kommissionen skønner, at det nugældende rohs-direktiv har ført til en reduktion på 100 000 t af visse tungmetaller og to grupper af bromerede flammehæmmere, der udledes i affaldsstrømmen og eventuelt trænger ind i miljøet.",Word Removal,the commission estimates that the current rohs directive has led to a reduction of 100 000 tonnes of heavy metals and two groups of brominated flame retardants from going into the waste stream and potentially entering the environment.,"(0.98, 0.95)",0.934304016317258,0.9774,0.9696969696969696,1.0,0.984615379616568,0.9473684210526316,0.972972972972973,0.9599999950008888,0.9696969696969696,1.0,0.984615379616568,0.98,0.95,en
"one aspect of regulation that is particularly important is the exclusion from the scope of the directive of those substances which would have been banned without any scientific evidence, thus damaging the numerous businesses which operate in the market.","et særlig vigtigt aspekt i forbindelse med dette forslag er, at man fra direktivets anvendelsesområde har udelukket de stoffer, som ville være blevet forbudt uden videnskabeligt belæg, hvilket ville have skadet de mange virksomheder, der arbejder på dette marked.",Random Word Addition,"one aspect of regulation that is particularly important is the exclusion from the scope of the directive of those substances which would have been banned without any scientific evidence, thus damaging the numerous businesses which operate in coaguline the market.","(0.95, 0.95)",0.9370011451812968,0.9975,1.0,0.96875,0.984126979128244,0.9736842105263158,0.9487179487179488,0.9610389560398044,1.0,0.96875,0.984126979128244,0.95,0.95,en
"on 17 november, following the opening, the head of the communication unit, wolfgang petzold, ordered exhibitors immediately to suspend the exhibition on the grounds that the panels depicted captions which were different from those which had been agreed.","efter åbningen den 17. november beordrede wolfgang petzold, chef for kommunikationsenheden, udstillerne til øjeblikkeligt at afbryde udstillingen med den begrundelse af teksterne til panelerne afveg fra det, man var blevet enige om.",Random Word Addition,"on 17 november, following the opening, the head of the communication unit, wolfgang petzold, ordered eroticize exhibitors immediately to suspend the exhibition on the grounds that the panels depicted captions which were different from those which had been agreed.","(0.95, 0.99)",0.940028651976138,0.9976,1.0,0.96875,0.984126979128244,0.972972972972973,0.9473684210526316,0.9599999950008888,1.0,0.96875,0.984126979128244,0.95,0.99,en
"(sk) madam president, there is a need to take steps in the european union to ensure balance and a plurality of views, which will be greatly helped by an equilibrium between public service and commercial media on the market.","(sk) fru formand! det er nødvendigt i eu at tage skridt til at sikre balance og pluralitet i synspunkterne, og et vigtigt bidrag hertil er en markedsbalance mellem public service-medier og kommercielle medier.",Letter Removal,"(sk) madam president, there is a need to take steps in the european union to ensure balance and a plurality of views, which will be greatly helped by an equilibrium between publi service and commercial media on the market.","(0.99, 0.95)",0.940028651976138,0.9772,0.9714285714285714,0.9714285714285714,0.9714285664285714,0.9473684210526316,0.9473684210526316,0.9473684160526316,0.9714285714285714,0.9714285714285714,0.9714285664285714,0.99,0.95,en
"second, the report suggests that certain member states have failed to take any action in promoting european works in broadcasting. this is not supported by figures from the commission's recent report on the application of the directive's provisions.","for det andet hedder det i betænkningen, at nogle medlemsstater ikke har gjort noget for at fremme europæiske værker inden for radio og tv. det underbygges ikke af tal fra kommissionens seneste beretning om gennemførelsen af direktivets bestemmelser.",Negation Removal,"second, the report suggests that certain member states have failed to take any action in promoting european works in broadcasting . this is supported by figures from the commission's recent report on the application of the directive's provisions.","(0.85, 0.95)",0.9391156189585852,0.979,0.9696969696969696,1.0,0.984615379616568,0.945945945945946,0.9722222222222222,0.9589041045899794,0.9696969696969696,1.0,0.984615379616568,0.85,0.95,en
"mr president, the adoption of resolution 1325 by the un security council ten years ago obviously represented an historical step on the part of the international community, taken in the wake of the tragic experience of the yugoslav wars.","hr. formand! da fn's sikkerhedsråd for 10 år siden vedtog resolution 1325, var det et historisk skridt, som det internationale samfund tog i kølvandet på de tragiske hændelser i de jugoslaviske krige.",Letter Duplication,"mrr president, the adoption of resolution 1325 by the un security council ten years ago obviously represented an historical step on the part of the international community, taken in the wake of the tragic experience of the yugoslav wars.","(1.00, 1.00)",0.9752895627511564,0.9762,0.9666666666666668,0.9666666666666668,0.9666666616666668,0.9722222222222222,0.9722222222222222,0.9722222172222222,0.9666666666666668,0.9666666666666668,0.9666666616666668,1.0,1.0,en
in writing. - we have supported this resolution based on the fact that the commission proposes to mobilise the european solidarity fund in favour of ireland on the basis of point 26 of the interinstitutional agreement (iia) of 17 may 2006.,"vi har støttet denne beslutning, fordi kommissionen foreslår at mobilisere eu's solidaritetsfond til fordel for irland på grundlag af punkt 26 i den interinstitutionelle aftale (iia) af 17. maj 2006.",Letter Duplication,in writing. - we have supported this resolution based on the fact that the commission proposes to mobilise the european solidarityy fund in favour of ireland on the basis of point 26 of the interinstitutional agreement (iia) of 17 may 2006.,"(0.99, 0.99)",0.9414356817218076,0.9777,0.96875,0.96875,0.968749995,0.9487179487179488,0.9487179487179488,0.9487179437179488,0.96875,0.96875,0.968749995,0.99,0.99,en
"every new application to mobilise this fund increases the urgency of the measures that we have been advocating, which are aimed at fighting unemployment effectively, boosting economic activity, eradicating jobs with no security, and reducing working hours without cutting pay.","hver ny ansøgning om mobilisering af denne fond øger behovet for hurtigere foranstaltninger, som vi har argumenteret for, til effektiv bekæmpelse af ledighed, nyt skub i den økonomiske aktivitet, fjernelse af job uden sikkerhed og nedbringelse af arbejdstiden uden at lønnedgang.",Letter Replacement,"every new application to mobilise this fund increases the urgency of the measures that we have been advocating, which are aimed at fighting unemployment effectively, boosting economic activity, eradicating jobs with no security, and reducing working hours withott cutting pay.","(0.99, 0.99)",0.9414356817218076,0.9777,0.9743589743589745,0.9743589743589745,0.9743589693589744,0.9487179487179488,0.9487179487179488,0.9487179437179488,0.9743589743589745,0.9743589743589745,0.9743589693589744,0.99,0.99,en
"this is the only way in which small and medium-sized businesses can afford to make the necessary purchases to prepare for the forthcoming deregulation, for example, by establishing cooperatives, modernising their equipment or extending their direct marketing activities.","det er den eneste måde, hvorpå små og mellemstore virksomheder kan have råd til at foretage de nødvendige indkøb for at forberede sig på den kommende deregulering, f.eks. ved at oprette kooperativer, modernisere deres udstyr eller udvide deres direkte markedsføringsvirksomhed.",Letter Duplication,"this is the only way in which small and medium-sized businesses can afford to make the necessary purchases to prepare for the forthcoming deregulation, for example, by establishing cooperatives, modernising their equipment or extending their direct marketing aactivities.","(0.99, 0.99)",0.9564648397972634,0.9761,0.9696969696969696,0.9696969696969696,0.96969696469697,0.972972972972973,0.972972972972973,0.9729729679729732,0.9696969696969696,0.9696969696969696,0.96969696469697,0.99,0.99,en
this proposal invited the council and parliament to authorise the addition of a further 718 pharmaceutical and chemical products to the existing list of 8 619 products benefiting from bound duty-free treatment upon importation into the eu.,"dette forslag opfordrede rådet og parlamentet til at tillade, at yderligere 718 farmaceutiske og kemiske produkter tilføjes på listen over de 8 619 produkter, der opfylder betingelserne for obligatorisk behandling med toldfritagelse ved import til eu.",Word Duplication,this proposal invited the council and parliament to authorise the addition of a further 718 pharmaceutical pharmaceutical and chemical products to the existing list of 8 619 products benefiting from bound duty-free treatment upon importation into the eu.,"(0.99, 0.95)",0.9523656418011318,0.9973,1.0,1.0,0.999999995,1.0,0.972972972972973,0.986301364863952,1.0,1.0,0.999999995,0.99,0.95,en
"on the one hand, they could lead to attempts to introduce tax sovereignty for the eu through the back door and, on the other, regulations of this kind represent an intrusion into the sovereignty of the member states.","de kan føre til forsøg på at indføre eu-suverænitet på skatteområdet ad bagdøren, og bestemmelser af denne art udgør en indtrængen i medlemsstaternes suverænitet.",Word Order Swapping,"on the one hand, they could lead to attempts to introduce tax sovereignty for the eu through the back door on and, the other, regulations of this kind represent an intrusion into the sovereignty of the member states. ","(0.99, 0.95)",0.9101527412155838,0.9996,1.0,0.9666666666666668,0.9830508424590636,0.9444444444444444,0.8947368421052632,0.9189189139225714,0.9655172413793104,0.9333333333333332,0.949152537374318,0.99,0.95,en
"i support the integration of this policy's institutional structures into the european external action service, although i would echo the rapporteur in stressing the need for the eeas to cooperate closely with structures remaining within the commission.","jeg støtter integrationen af denne politiks institutionelle strukturer i tjenesten for eu's optræden udadtil, men jeg tilslutter mig også ordførerens understregning af behovet for, at tjenesten arbejder tæt sammen med enheder, der forbliver i kommissionen.",Letter Removal,"i support the integration of this policy's institutional structures into the european external action service, although i would echo the rapportur in stressing the need for the eeas to cooperate closely with structures remaining within the commission.","(0.99, 0.95)",0.933651069586263,0.9749,0.9666666666666668,0.9666666666666668,0.9666666616666668,0.9444444444444444,0.9444444444444444,0.9444444394444445,0.9666666666666668,0.9666666666666668,0.9666666616666668,0.99,0.95,en
"this resolution is an attempt to tackle the lack of information about horse mackerel stocks by establishing a formula for vessels involved in the horse mackerel fishery, regarding an annual ceiling of maximum allowable landings and catches from defined areas.","forslaget er et forsøg på at komme omkring problemet med manglen på oplysninger om hestemakrelbestanden ved at udarbejde en model for fartøjer, der er beskæftiget med hestemakrelfiskeri, for så vidt angår et årligt loft for maksimalt tilladte fangster og landinger fra bestemte områder.",Letter Removal,"this resolution is an attempt to tackle the lack of information about horse mackerel stocks by establishing a formula for vessels involved in the horse mackerel fishery, regarding an annual ceiling of maximum allowale landings and catches from defined areas.","(0.99, 0.99)",0.9370011451812968,0.9761,0.9714285714285714,0.9714285714285714,0.9714285664285714,0.9473684210526316,0.9473684210526316,0.9473684160526316,0.9714285714285714,0.9714285714285714,0.9714285664285714,0.99,0.99,en
